country,inflation_rate,exports_gdp_share,gdp_growth_rate,gdp_per_capita,adult_literacy_rate,primary_school_enrolment_rate,education_expenditure_gdp_share,measles_immunisation_rate,health_expenditure_gdp_share,income_inequality,unemployment_rate,life_expectancy,total_population
St. Martin (French part),,,,,,,,,,,,80.236,28870.0
St. Vincent and the Grenadines,5.66009779226552,,3.1108330034352,9693.55867833025,,,7.07575034584772,99.0,4.6054697,,19.277,71.191,102046.0
Sudan,138.80846024176,1.57116183055586,-0.957816591119183,1046.24084472656,,,,80.0,3.79416442,,7.53,65.695,49383346.0
Suriname,52.446027276241,,2.40622235601218,6084.43876736445,,95.2972632875249,3.43460841988051,74.0,5.93297768,39.2,7.973,73.254,623164.0
Sweden,8.36929098869189,54.3120633586152,1.25543620445816,54836.8907235124,,116.425392150879,7.31909990310669,93.0,10.85505676,31.6,7.417,83.0585365853659,10486941.0
Switzerland,2.83502798644463,76.1397677689787,3.04406102969423,94394.5106803525,,101.363067626953,4.92419004440308,96.0,11.59911823,33.8,4.122,83.6048780487805,8777088.0
Syrian Arab Republic,,6.81012687776418,0.732781301861365,1051.67149587463,,72.1296768188477,,52.0,3.3840971,26.6,13.245,72.79,22462173.0
Tajikistan,,16.3531240454317,8.00000033846364,1052.17949484894,,99.9668886016055,5.39829770599001,98.0,7.62917423,39.5,7.051,71.562,10182222.0
Tanzania,4.35027204269101,15.4137105201683,4.56600576430955,1207.52062988281,78.2099990844727,90.6152672281358,3.2382450375764,84.0,3.13497496,,1.573,66.879,64711821.0
Thailand,-1.61068030486688,65.3727641914083,2.58037874709827,6909.35281815827,91.0999984741211,104.833004394528,2.61187022798634,93.0,5.35471153,34.3,0.94,75.291,71735329.0
Timor-Leste,7.00530945399787,55.6119354586873,-20.5224785561874,2343.24954740187,72.4700012207031,119.036719326581,,72.0,7.46371841,,1.537,67.368,1369295.0
Togo,7.96757361617945,25.0092104865492,6.29443692019429,951.232378690387,72.5999984741211,118.42316752898,3.77811083266775,79.0,6.24094057,,1.965,62.29,9089738.0
Tonga,10.9713652903022,10.7634075818954,-2.12854452405193,5298.01941509951,,106.535737282679,5.31016278046634,99.0,7.95276737,,2.002,72.635,105042.0
Trinidad and Tobago,5.82838638517959,,0.86126082651883,20750.5202434652,,,2.67331004142761,92.0,6.64416027,,4.383,73.331,1365805.0
Tunisia,8.30646124447623,51.325939710781,2.75228761004381,3707.29283414381,,104.063652038574,6.8049896073928,95.0,7.51270723,,15.3,76.05,12119334.0
Turkiye,72.3088359891207,38.1412107474416,5.44122511322401,10897.8397861365,,102.487701416016,3.09572005271912,95.0,3.70338893,44.5,10.465,77.591,84979913.0
Turkmenistan,,24.8763820118022,6.19999993621698,5837.84224538947,99.9000015258789,97.8101295641932,3.58004999160767,98.0,5.37103748,,4.017,69.913,7230193.0
Turks and Caicos Islands,,,14.0871234168153,31280.5418020808,,120.817047119141,3.28261995315552,,,,,77.918,45847.0
Tuvalu,,,0.677309361438304,5911.32727055301,100.0,110.604870384918,13.7621912480198,90.0,21.28792,,,66.852,9992.0
Uganda,7.1957888597581,12.0219954333331,4.58802192181773,963.067314117178,,,2.56105027176925,90.0,4.45071125,,2.885,67.675,47312719.0
Ukraine,20.1836366617478,35.4451153382041,-28.7585842155085,4199.6708984375,,92.7711634493634,,74.0,,,,72.658,41048766.0
United Arab Emirates,5.29122604376849,102.051988974133,7.51448425801082,50759.7589231191,98.2900009155273,107.287431527388,,98.0,4.56536388,,2.872,80.487,10074977.0
United Kingdom,7.92204883147902,34.0619283837069,5.14970388522993,47057.043229179,,102.53524017334,,90.0,11.09679794,,3.768,81.0112195121951,67604000.0
United States,8.00279982052121,11.7844046293243,2.51237531986017,76657.2488844403,,96.9717330932617,,92.0,16.52875137,41.7,3.65,77.4341463414634,334017321.0
Uruguay,9.10437983075437,33.3316130133263,4.48622703072073,20818.6146091144,98.8499984741211,108.822761535645,4.5073299407959,96.0,8.89015961,40.6,7.877,76.468,3390913.0
Uzbekistan,11.4466436998836,23.2670310407511,6.00134232203442,2578.66689394219,100.0,93.9099780290139,5.23477171022152,99.0,6.61703825,31.2,4.456,72.147,34938955.0
Vanuatu,6.67930581887121,9.42548191484117,5.18622862422562,3370.21191956953,,118.366532355349,10.7033456499063,70.0,4.05895281,,5.077,71.302,313046.0
"Venezuela, RB",,16.349207455802,8.00091310654791,3155.04207099687,,109.259559631348,,52.0,4.55045986,,5.646,72.566,28213017.0
Viet Nam,3.15650749963129,93.420129043511,8.53750046755788,4147.69777213621,96.129997253418,104.129392785949,2.88738689372749,88.0,4.53809595,36.1,1.57,74.502,99680655.0
Virgin Islands (U.S.),,97.3672945205479,-1.31123206333498,44320.909185774,,,,,,,12.092,80.319512195122,105413.0
West Bank and Gaza,3.74122391852077,18.4362526414651,4.08276027347105,3799.95527015163,97.8399963378906,91.451637200506,,97.0,9.70613861,,24.42,76.662,5043612.0
"Yemen, Rep.",,,,,,,,53.0,8.81763458,,17.224,67.952,38222876.0
Zambia,10.9932039209136,40.1939977114306,5.21122360356247,1447.12310138035,79.9751431296375,,3.65884092023983,88.0,5.21042967,51.5,5.993,65.279,20152938.0
Zimbabwe,104.705170628667,23.6992196266447,6.13926327570213,2536.40050223076,,93.1659658731937,,90.0,3.39519501,,10.087,62.36,16069056.0
